id,user_id,status,amount,date
00098,00919,success,0,2021-07-26
00099,04232,success,36210,2018-09-20
00100,03847,success,0,2022-05-10
00101,01997,success,30460,2021-05-20
00102,01817,success,37620,2022-05-16
00103,07744,failed,125430,2020-05-19
00104,05251,failed,63460,2021-05-17
00105,05257,success,6840,2022-02-11
00106,01705,failed,168130,2021-01-13
00107,08956,success,103620,2021-07-13
00108,05521,success,18790,2022-04-16
00109,01386,failed,46020,2021-06-25
00110,08601,success,83080,2020-09-17
00111,02733,success,79020,2022-02-09
00112,01744,failed,68900,2022-02-18
00113,09445,success,22930,2021-12-16
00114,01285,success,97190,2022-01-16
00115,01906,success,74490,2021-07-07
00116,01254,success,20110,2018-12-02
00117,05192,success,75770,2020-10-20
00118,02301,success,0,2021-08-30
00119,09789,failed,68730,2020-06-29
00120,09851,success,29170,2020-08-08
00121,09416,failed,48230,2021-10-01
00122,02107,failed,129009,2020-09-13
00123,06065,success,53870,2022-04-30
00124,02281,success,151850,2021-12-03
00125,02502,success,5500,2022-02-21
00126,01418,success,12910,2022-01-19
00127,03339,failed,83860,2019-03-24
00128,07236,failed,3180,2021-06-18
00129,00040,success,98210,2019-11-23
00130,09237,success,153640,2018-06-25
00131,07726,success,99530,2022-04-15
00132,08198,failed,54530,2020-09-02
00133,08978,failed,142330,2021-06-24
00134,01272,failed,79180,2019-01-13
00135,03946,success,45580,2021-07-30
00136,02812,failed,118490,2020-12-16
00137,06754,success,49950,2021-04-29
00138,07562,success,99920,2019-09-07
00139,00657,success,38910,2021-02-05
00140,09349,failed,58250,2021-08-30
00141,00405,failed,26810,2019-07-12
00142,00963,success,0,2019-10-31
00143,00671,success,148510,2021-09-21
00144,02699,failed,141410,2022-01-23
00145,02123,success,73720,2022-03-19
00146,00179,failed,34290,2021-09-12
00147,05786,success,114640,2020-08-14
00148,04897,failed,141170,2021-03-02
00149,04636,success,68120,2022-05-26
00150,00752,success,146190,2020-03-12
00151,06821,failed,70010,2022-05-20
00152,07690,success,81200,2021-07-24
00153,03097,success,57610,2021-11-11
00154,08536,success,105820,2021-06-18
00155,09820,success,82530,2021-12-12
00156,09510,failed,22490,2019-08-04
00157,00567,success,46010,2020-09-22
00158,03211,success,161600,2021-08-15
00159,01892,failed,95340,2021-05-17
00160,07899,success,33580,2022-05-04
00161,05312,failed,146610,2019-04-10
00162,09718,success,29500,2021-07-05
00163,02039,failed,67510,2021-07-07
00164,06716,failed,74170,2022-05-27
00165,04621,success,0,2020-07-30
00166,07619,failed,135480,2020-11-29
00167,06919,success,118160,2020-07-12
00168,05169,success,124670,2020-03-05
00169,06754,success,143880,2020-10-24
00170,05046,failed,52500,2019-10-09
00171,06460,success,46510,2021-03-14
00172,01853,success,138960,2020-12-17
00173,03501,success,117930,2020-12-05
00174,05287,success,110290,2020-10-07
00175,04263,success,25920,2019-08-23
00176,06918,success,81000,2020-07-03
00177,06514,success,0,2021-10-11
00178,05433,success,92000,2022-01-31
00179,06487,success,90470,2021-08-02
00180,07514,failed,57300,2020-07-10
00181,06264,success,80360,2022-01-21
00182,00010,success,141890,2021-04-01
00183,09393,success,26740,2020-11-16
00184,00792,success,126200,2022-03-12
00185,06980,success,51800,2018-12-24
00186,01220,success,104040,2021-01-27
00187,03047,failed,145750,2020-05-25
00188,09769,success,41600,2022-03-05
00189,00968,failed,135570,2020-11-30
00190,07592,failed,142500,2021-11-15
00191,07782,success,176390,2019-11-16
00192,03472,success,46840,2022-05-20
00193,00659,failed,15110,2019-10-14
00194,01717,success,190350,2019-08-31
00195,08008,failed,75440,2018-11-27
00196,05547,failed,111350,2019-07-04
00197,04658,success,44810,2022-05-13
00198,00524,success,129210,2021-05-10
00199,00037,success,149390,2021-08-03
00200,00259,failed,34600,2021-08-22
00201,03639,failed,30430,2021-09-19
00202,03686,success,100380,2021-02-25
00203,05561,failed,83890,2021-04-15
00204,07192,success,0,2019-02-16
00205,03337,success,0,2019-03-24
00206,01731,success,70050,2021-08-21
00207,04112,failed,29470,2021-02-15
00208,07232,success,0,2021-12-16
00209,01494,failed,36850,2020-04-03
00210,02452,failed,70630,2021-10-30
00211,06812,failed,112620,2021-02-09
00212,08716,success,125140,2022-04-08
00213,02614,failed,69650,2021-05-09
00214,08290,success,0,2021-08-14
00215,00725,success,68250,2022-03-13
00216,07956,success,41930,2021-12-14
00217,03041,success,154320,2020-03-03
00218,06551,success,85170,2019-10-04
00219,01705,success,10610,2019-06-05
00220,00343,success,91280,2019-10-11
00221,05699,success,0,2022-04-27
00222,09751,failed,124610,2021-04-30
00223,09128,failed,53910,2022-02-07
00224,01189,success,38540,2021-03-13
00225,07935,success,130240,2022-02-01
00226,03750,success,75110,2021-04-01
00227,02392,failed,83180,2019-06-25
00228,00410,success,37810,2021-01-07
00229,05001,success,66890,2022-03-03
00230,03840,success,44980,2021-06-08
00231,02519,failed,19330,2020-11-02
00232,03411,failed,9880,2019-06-30
00233,07554,success,100270,2022-04-14
00234,03311,success,29480,2020-07-03
00235,03198,failed,43590,2021-01-16
00236,05940,failed,6670,2020-04-26
00237,02835,failed,33660,2020-08-13
00238,04213,success,70480,2022-02-21
00239,04689,success,66570,2021-06-25
00240,08388,success,44770,2021-07-27
00241,09428,success,107440,2019-12-16
00242,07646,failed,56160,2021-10-26
00243,01644,failed,75450,2020-11-04
00244,05536,success,21540,2021-11-11
00245,05711,success,81790,2021-10-04
00246,09183,failed,115800,2022-05-01
00247,09529,success,94120,2020-08-04
00248,09588,failed,0,2020-07-14
00249,09388,success,8130,2018-12-19
00250,01418,failed,100340,2020-04-07
00251,01565,success,145090,2020-03-12
00252,06353,success,76320,2020-05-31
00253,09793,success,46140,2019-12-02
00254,03616,success,28780,2020-06-06
00255,02226,success,0,2019-09-02
00256,08882,success,95140,2021-09-26
00257,08492,success,194800,2019-01-13
00258,02762,success,88580,2021-02-13
00259,02630,success,116970,2019-08-10
00260,08773,success,123650,2019-10-30
00261,03635,failed,13810,2020-12-03
00262,04429,success,55240,2020-09-20
00263,07017,success,24510,2022-05-14
00264,06505,success,58050,2022-02-05
00265,00001,success,4650,2020-07-10
00266,07533,success,54470,2019-12-17
00267,09510,success,94820,2020-08-18
00268,06514,success,130600,2021-04-13
00269,03921,success,9470,2021-09-25
00270,05661,success,74160,2021-07-10
00271,03560,success,95880,2022-02-03
00272,02398,success,66480,2021-06-04
00273,00746,success,96040,2022-05-23
00274,05639,failed,92650,2022-05-11
00275,05620,success,89110,2022-05-16
00276,07352,success,33900,2022-03-26
00277,03713,failed,114250,2022-03-29
00278,06133,success,130539,2020-07-07
00279,06663,failed,136740,2021-01-12
00280,02028,failed,139080,2020-07-26
00281,09015,success,46480,2021-08-30
00282,07254,failed,45860,2021-04-10
00283,08344,failed,73620,2019-04-19
00284,08902,success,0,2021-10-11
00285,09686,failed,109260,2019-03-19
00286,07132,failed,84520,2020-09-26
00287,09408,success,29840,2021-03-30
00288,00651,success,15250,2021-03-22
00289,09770,success,0,2022-02-01
00290,00859,failed,40730,2021-08-14
00291,07272,failed,169210,2022-03-06
00292,00635,success,0,2021-01-10
00293,01732,success,153000,2021-11-30
00294,00180,success,83490,2021-07-07
00295,02867,success,0,2019-03-13
00296,01825,success,67950,2020-09-20
00297,08015,failed,92230,2020-09-13
00298,04517,success,57660,2021-05-03
00299,04080,failed,7320,2020-10-30
00300,00551,success,127960,2019-06-21
00301,07837,success,92150,2019-07-26
00302,03754,success,52330,2021-03-13
00303,01005,success,85560,2021-08-01
00304,01465,failed,130940,2021-10-24
00305,00481,failed,168610,2020-01-02
00306,05089,failed,0,2022-01-15
00307,01511,failed,8690,2022-02-26
00308,06881,success,120370,2020-07-11
00309,09658,success,67850,2020-12-06
00310,06353,success,136930,2021-05-16
00311,08803,failed,204530,2020-06-18
00312,05092,failed,42050,2021-08-01
00313,08269,success,59630,2019-03-24
00314,04178,success,115770,2020-08-09
00315,09287,failed,15180,2020-12-14
00316,06268,success,159030,2019-07-28
00317,00500,failed,159920,2022-05-16
00318,05257,success,49060,2021-04-02
00319,06833,success,50580,2019-09-12
00320,09988,success,98420,2021-07-27
00321,06066,failed,130870,2019-12-16
00322,03282,failed,68460,2020-12-20
00323,09939,failed,37740,2022-02-13
00324,06268,success,47180,2022-05-15
00325,00456,failed,121860,2020-02-15
00326,05387,success,145230,2021-03-13
00327,01376,success,114770,2019-09-05
00328,01138,failed,51560,2022-02-26
00329,07651,failed,44190,2019-07-13
00330,09998,success,104000,2020-10-26
00331,01623,failed,46880,2021-06-04
00332,01127,success,16059,2021-10-30
00333,07593,success,24190,2021-04-03
00334,03980,success,131180,2021-12-16
00335,06888,success,42180,2022-01-18
00336,04730,success,198160,2019-02-28
00337,04688,failed,84970,2021-07-02
00338,07780,success,48360,2020-02-18
00339,07903,success,3000,2021-11-14
00340,09277,success,81600,2022-02-03
00341,09279,failed,0,2021-06-10
00342,02955,success,63130,2022-02-20
00343,08416,success,92530,2020-06-10
00344,02375,success,8670,2021-03-04
00345,07847,success,35830,2021-10-20
00346,05759,success,137910,2021-05-10
00347,05927,failed,18910,2022-02-01
00348,08354,failed,0,2020-09-29
00349,03039,success,132000,2020-01-24
00350,07838,failed,37520,2021-03-01
00351,06376,failed,172080,2022-02-07
00352,07468,failed,128470,2021-05-12
00353,03387,success,15410,2020-09-11
00354,00573,failed,82780,2020-09-29
00355,08146,failed,119550,2020-05-10
00356,01142,failed,83160,2019-01-16
00357,02704,success,8310,2020-06-06
00358,02112,success,135270,2020-04-11
00359,07552,success,148140,2019-05-06
00360,03756,success,66400,2021-05-05
00361,00005,success,144760,2020-08-27
00362,04689,failed,68720,2020-09-19
00363,01396,success,127080,2021-04-15
00364,01604,failed,35560,2021-03-10
00365,04557,success,122970,2021-08-28
00366,09222,success,128690,2021-03-20
00367,09501,success,109440,2020-09-29
00368,02631,failed,97040,2021-02-25
00369,05900,failed,144800,2020-09-20
00370,00794,failed,144740,2021-09-28
00371,02344,success,166860,2021-03-22
00372,08145,success,92900,2021-04-13
00373,06034,failed,20860,2021-03-13
00374,03029,success,41890,2020-12-15
00375,06790,failed,83820,2020-09-20
00376,06730,success,0,2022-05-01
00377,07342,success,86000,2020-02-20
00378,00692,failed,146160,2020-09-26
00379,03902,success,113470,2021-04-30
00380,09097,success,184720,2020-12-10
00381,08553,failed,12160,2022-01-31
00382,09048,success,57840,2020-12-05
00383,05131,success,96310,2019-07-29
00384,05025,failed,91290,2022-02-13
00385,02201,success,119680,2021-08-24
00386,09459,failed,17730,2021-04-25
00387,02348,success,197350,2020-10-17
00388,07987,success,117390,2019-12-17
00389,01549,success,128560,2022-04-03
00390,08542,failed,54790,2021-04-27
00391,05327,success,49910,2021-06-14
00392,07998,success,29780,2021-04-21
00393,09815,failed,20910,2019-05-08
00394,06073,success,108570,2021-06-25
00395,00102,failed,148670,2020-03-17
00396,02276,success,94970,2020-11-08
00397,05231,success,138020,2022-02-13
00398,03894,success,0,2020-03-08
00399,09017,success,32380,2019-05-13
00400,03431,failed,115420,2022-04-28
00401,04404,success,117090,2022-01-05
00402,02812,success,93630,2021-10-28
00403,06883,success,0,2021-04-20
00404,08760,failed,43010,2020-11-26
00405,03581,success,93760,2021-06-27
00406,03781,failed,98090,2021-09-28
00407,03749,failed,135770,2018-10-22
00408,06214,success,4120,2020-02-15
00409,01820,success,126240,2019-11-06
00410,00656,success,61580,2021-12-20
00411,04966,success,70480,2020-03-27
00412,07557,success,94980,2021-03-24
00413,00258,success,0,2022-05-23
00414,01558,success,175220,2019-03-17
00415,01217,failed,116110,2021-11-11
00416,04187,success,56560,2021-05-09
00417,02491,success,151030,2019-10-11
00418,00597,success,100130,2021-09-18
00419,00526,success,144140,2020-08-03
00420,03728,success,135380,2021-08-14
00421,07342,failed,62600,2020-04-13
00422,01184,failed,126170,2022-05-26
00423,03773,success,164940,2020-03-12
00424,05392,success,137710,2020-11-26
00425,01612,success,93500,2021-12-04
00426,01644,success,55570,2022-05-20
00427,03558,success,74920,2021-05-07
00428,06593,success,94940,2019-04-27
00429,04157,success,67510,2021-09-18
00430,04528,failed,102910,2019-03-28
00431,03261,success,81260,2020-06-14
00432,04493,success,73130,2020-10-14
00433,02304,success,7620,2021-05-15
00434,00484,failed,130009,2021-05-20
00435,08388,success,63580,2021-08-22
00436,01331,failed,64360,2020-11-17
00437,06259,success,76340,2022-01-01
00438,02612,failed,66320,2021-08-27
00439,05174,failed,93170,2022-05-20
00440,04193,failed,152660,2022-05-15
00441,03101,success,67900,2018-11-28
00442,07248,success,0,2022-03-13
00443,02974,success,24770,2019-12-23
00444,05133,failed,72500,2020-12-07
00445,02871,success,63100,2019-12-17
00446,04346,failed,149480,2021-11-01
00447,00584,success,82370,2021-11-03
00448,04170,failed,86600,2020-01-31
00449,01623,failed,130310,2022-03-09
00450,08753,failed,47390,2021-09-03
00451,02124,success,4720,2021-05-10
00452,07694,failed,59990,2019-01-17
00453,07533,failed,0,2020-01-20
00454,04985,failed,49130,2021-11-06
00455,05910,success,112090,2021-05-03
00456,05899,success,10170,2022-04-17
00457,02951,success,49480,2021-01-20
00458,02792,success,62500,2020-06-17
00459,01906,failed,97990,2020-04-18
00460,03739,success,58820,2021-09-24
00461,07337,success,23870,2020-02-13
00462,04169,failed,56120,2018-07-19
00463,03597,failed,85250,2021-06-05
00464,08868,success,58120,2022-04-05
00465,06870,success,96890,2021-10-29
00466,08760,failed,37180,2019-07-01
00467,06578,success,0,2021-02-16
00468,00486,success,110740,2021-11-11
00469,02753,failed,58560,2020-05-12
00470,04341,success,82620,2018-12-24
00471,05392,success,89960,2020-10-31
00472,05365,success,133690,2019-02-16
00473,03876,failed,152380,2020-01-24
00474,02213,failed,30340,2019-01-01
00475,06213,failed,180830,2021-01-06
00476,07236,failed,40540,2021-08-24
00477,08071,success,40210,2020-07-20
00478,02718,failed,26250,2019-11-19
00479,08461,failed,57390,2019-03-31
00480,00752,success,69420,2019-09-03
00481,06179,success,32830,2020-06-17
00482,09870,success,118060,2021-03-30
00483,05372,success,57740,2020-02-19
00484,09408,success,0,2021-09-30
00485,09430,failed,160680,2022-01-06
00486,05251,success,17360,2021-03-30
00487,04168,failed,101490,2022-04-14
00488,05110,failed,40090,2022-01-10
00489,09977,success,162470,2020-08-28
00490,00018,success,133300,2021-04-12
00491,07156,failed,132780,2019-03-24
00492,01922,success,165710,2021-06-21
00493,08340,success,50890,2020-10-31
00494,09828,success,131850,2020-09-29
00495,09213,success,0,2022-04-23
00496,06418,success,23790,2021-10-24
00497,03310,success,118350,2022-03-08
00498,03595,failed,116040,2019-03-09
00499,04076,failed,70070,2021-10-15
00500,01302,failed,46300,2019-01-05
00501,09977,success,111560,2020-06-01
00502,07891,failed,93030,2021-06-29
00503,06526,success,49290,2022-03-03
00504,05142,success,74690,2022-02-26
00505,03032,success,68400,2022-05-20
00506,07776,success,163830,2021-01-20
00507,06353,success,100390,2020-07-09
00508,03076,success,115310,2019-02-02
00509,09002,success,68570,2020-03-05
00510,09855,success,108910,2020-06-28
00511,08589,failed,0,2020-07-15
00512,08777,failed,0,2018-06-22
00513,03012,failed,51770,2022-03-01
00514,09025,failed,35820,2022-02-23
00515,05231,success,42360,2022-03-24
00516,03047,success,147250,2019-04-06
00517,06031,success,41550,2021-03-10
00518,02586,success,79470,2021-02-24
00519,01924,success,96190,2021-05-09
00520,01232,success,11320,2021-02-01
00521,08138,success,141230,2020-03-26
00522,06255,success,24360,2019-11-13
00523,04282,success,45020,2020-09-09
00524,01879,success,130840,2022-02-14
00525,07810,success,92240,2021-03-13
00526,00176,failed,125820,2021-05-20
00527,09452,success,82730,2022-04-28
00528,01521,success,0,2020-03-10
00529,07747,failed,77360,2021-03-28
00530,07444,failed,119930,2021-01-16
00531,01745,failed,34930,2019-04-04
00532,04429,success,0,2021-11-23
00533,08777,success,78790,2020-10-11
00534,01733,success,71580,2022-01-01
00535,09004,success,60930,2021-05-03
00536,04979,failed,23160,2020-08-22
00537,00986,failed,0,2021-03-30
00538,07458,success,25480,2019-05-05
00539,06868,failed,96870,2021-12-01
00540,07336,success,16930,2019-06-02
00541,01232,success,140790,2020-02-01
00542,01005,success,33660,2021-02-02
00543,05069,failed,36520,2021-11-12
00544,04680,failed,55450,2020-01-25
00545,06648,success,115650,2019-05-05
00546,04154,success,63250,2019-12-17
00547,09744,failed,58890,2021-07-24
00548,05778,success,94650,2022-03-06
00549,01126,success,55450,2018-12-12
00550,04653,failed,71510,2019-10-29
00551,09960,failed,0,2020-11-04
00552,04467,success,5620,2021-11-17
00553,03587,success,70950,2019-10-11
00554,09471,failed,12890,2022-03-18
00555,09004,success,83980,2020-10-24
00556,05990,success,9770,2021-10-19
00557,00702,success,152010,2019-04-06
00558,00607,failed,92670,2021-12-07
00559,09171,success,65000,2021-11-30
00560,08096,failed,156180,2021-12-07
00561,04903,success,101420,2022-04-02
00562,01286,success,6900,2019-09-10
00563,06554,success,97350,2022-04-20
00564,02792,success,90760,2018-07-14
00565,00827,success,83700,2019-09-12
00566,09653,success,91160,2021-08-22
00567,07716,success,143570,2020-02-28
00568,02478,success,55820,2021-10-07
00569,01795,failed,38740,2022-05-23
00570,05975,success,37880,2020-04-05
00571,01085,success,61270,2019-07-21
00572,02469,failed,77600,2022-01-10
00573,05075,success,69110,2021-11-12
00574,04875,failed,98010,2022-04-30
00575,07419,success,43530,2021-12-13
00576,08523,failed,85430,2022-04-02
00577,02485,success,13670,2021-11-25
00578,02311,success,91140,2021-10-31
00579,07713,failed,101220,2021-07-01
00580,01377,success,52060,2022-04-01
00581,03292,success,79670,2022-02-05
00582,08634,success,89020,2021-12-17
00583,00565,success,45950,2021-12-31
00584,05983,success,20950,2021-09-27
00585,09787,success,110160,2020-05-31
00586,02792,success,98000,2019-01-01
00587,07683,success,104680,2021-08-23
00588,03594,success,59540,2020-04-24
00589,03934,failed,42920,2020-08-12
00590,06557,failed,0,2021-01-16
00591,09600,success,80700,2021-06-23
00592,09371,success,110180,2022-01-15
00593,05535,success,72720,2022-03-26
00594,06551,success,82590,2021-10-23
00595,07252,success,65530,2020-09-28
00596,07521,success,112540,2021-02-04
00597,04638,success,106970,2020-02-29
00598,01295,success,156180,2022-05-10
00599,08924,success,127750,2021-06-21
00600,00694,failed,0,2019-08-31
00601,06953,failed,61490,2021-05-08
00602,01131,success,27910,2021-04-05
00603,08269,failed,103840,2021-12-10
00604,03639,failed,77980,2019-08-22
00605,08114,success,144160,2021-07-17
00606,02660,failed,112410,2021-08-21
00607,04000,failed,37950,2022-01-31
00608,03035,success,24570,2020-07-03
00609,00422,failed,97100,2021-04-21
00610,03892,failed,122470,2019-03-24
00611,01739,success,123580,2019-03-02
00612,06424,failed,54810,2021-10-29
00613,07256,success,125120,2019-08-10
00614,09690,success,31560,2018-08-21
00615,04144,success,84260,2021-03-25
00616,05405,failed,47140,2021-11-24
00617,04126,success,96520,2020-01-07
00618,02431,success,97840,2020-03-20
00619,09250,success,31110,2022-03-11
00620,02167,success,0,2021-09-12
00621,08364,success,124280,2021-09-03
00622,06344,failed,124120,2019-02-28
00623,04303,failed,93510,2018-08-21
00624,07947,success,100770,2021-07-24
00625,00753,success,78360,2020-08-07
00626,01520,success,100210,2021-09-29
00627,02430,failed,59570,2022-01-19
00628,03220,failed,58940,2022-02-13
00629,01558,failed,119020,2018-08-14
00630,00068,failed,71860,2021-03-30
00631,02071,success,28570,2021-03-07
00632,02763,success,53020,2021-05-03
00633,06764,success,67030,2022-01-18
00634,01781,success,0,2020-11-04
00635,01356,failed,67040,2020-10-11
00636,05594,success,50480,2020-03-15
00637,02086,success,128960,2020-04-05
00638,00001,success,66710,2022-04-14
00639,04078,success,32470,2021-04-26
00640,05399,success,62270,2020-10-30
00641,02754,failed,70510,2020-09-20
00642,05972,success,109470,2019-12-02
00643,09674,success,88250,2019-09-08
00644,09896,success,93310,2021-10-13
00645,05238,success,101550,2021-05-03
00646,04232,success,0,2021-09-03
00647,03229,failed,0,2022-03-26
00648,01898,failed,17870,2019-03-06
00649,07171,success,46290,2020-02-26
00650,05989,success,64459,2021-08-03
00651,07552,success,102370,2021-05-15
00652,01181,success,61680,2021-12-15
00653,03690,failed,137020,2021-06-24
00654,08197,failed,61760,2021-09-17
00655,06838,failed,31230,2020-07-03
00656,03638,failed,15480,2019-11-25
00657,01486,success,119030,2021-12-16
00658,07763,success,120150,2022-05-14
00659,04615,success,116170,2022-05-14
00660,05976,success,37550,2022-03-08
00661,04688,success,120840,2019-12-02
00662,08780,success,0,2022-03-06
00663,04843,success,61070,2022-03-25
00664,08648,failed,124470,2021-11-17
00665,04304,success,136780,2021-03-02
00666,04781,success,89000,2022-04-27
00667,09298,success,73690,2020-02-28
00668,05142,success,75910,2020-12-13
00669,05547,success,45840,2020-07-29
00670,00421,failed,68320,2022-01-01
00671,08161,success,68460,2020-11-23
00672,01833,success,90960,2020-10-26
00673,02498,failed,44440,2021-09-03
00674,01485,failed,96900,2021-03-18
00675,04747,failed,92260,2021-07-01
00676,06487,success,46280,2021-04-25
00677,02221,failed,155610,2021-01-20
00678,09561,success,47120,2021-09-25
00679,03953,success,59520,2019-10-22
00680,08332,success,148070,2020-09-01
00681,04297,success,161220,2022-05-20
00682,00020,success,67550,2021-02-25
00683,04137,success,78760,2020-03-17
00684,09844,success,128949,2021-10-09
00685,00230,success,56770,2021-10-30
00686,06984,failed,109140,2020-06-15
00687,02333,failed,29540,2022-04-10
00688,09108,failed,142680,2021-08-27
00689,08472,success,133580,2022-03-10
00690,06688,failed,0,2021-01-05
00691,07189,failed,81320,2021-06-29
00692,01526,success,53810,2020-11-24
00693,06878,success,48260,2022-04-07
00694,08773,success,106050,2021-03-08
00695,00824,success,158370,2020-04-03
00696,05156,failed,53740,2021-03-29
00697,00233,success,68300,2019-06-05
00698,05096,failed,68710,2021-04-12
00699,03932,success,0,2021-05-03
00700,09523,failed,85500,2022-04-29
00701,00757,success,107260,2022-03-25
00702,02792,failed,155510,2020-12-16
00703,06056,success,47150,2020-10-03
00704,05142,success,74280,2022-03-13
00705,07156,success,73100,2020-03-03
00706,06179,failed,0,2020-05-22
00707,08092,success,111830,2019-07-09
00708,04606,success,0,2021-08-05
00709,05159,success,47510,2021-03-02
00710,02823,success,0,2021-06-08
00711,06252,failed,55180,2022-03-20
00712,09099,success,174670,2022-02-28
00713,03573,success,124220,2021-03-21
00714,02755,success,86240,2020-07-25
00715,01080,failed,42840,2020-10-02
00716,05698,failed,135350,2020-02-16
00717,07415,failed,57210,2022-01-22
00718,09867,failed,70010,2022-03-02
00719,00396,failed,170190,2020-10-15
00720,09715,failed,45830,2019-12-08
00721,01604,failed,0,2022-04-13
00722,04522,success,61310,2022-04-27
00723,09586,failed,104360,2021-11-12
00724,06943,failed,0,2020-08-23
00725,05300,failed,107460,2022-01-20
00726,06868,success,77530,2020-12-16
00727,04471,success,53590,2022-05-13
00728,03199,failed,158450,2019-11-26
00729,04713,failed,70200,2021-02-25
00730,09789,success,30520,2021-12-10
00731,01442,success,131650,2021-12-02
00732,05926,success,52050,2022-02-07
00733,00824,failed,54000,2021-10-15
00734,05968,failed,95450,2022-03-28
00735,09744,failed,112350,2021-02-24
00736,00524,failed,0,2021-11-19
00737,06273,success,0,2021-01-07
00738,07166,failed,39030,2022-02-18
00739,03161,failed,61990,2021-09-24
00740,08231,failed,0,2019-04-26
00741,07458,success,53600,2020-09-04
00742,00503,success,71740,2020-04-24
00743,04783,success,61520,2022-04-02
00744,05660,success,82040,2021-01-25
00745,01773,success,59320,2020-08-21
00746,07792,success,157060,2021-11-29
00747,06317,success,49250,2021-08-23
00748,05386,failed,69120,2022-02-23
00749,05726,success,110720,2020-07-11
00750,09622,failed,131630,2020-07-30
00751,07147,failed,47410,2020-11-23
00752,01727,success,48370,2020-01-22
00753,09159,failed,26420,2021-08-17
00754,04792,success,59430,2019-07-29
00755,07898,success,91600,2021-08-30
00756,05046,success,99740,2022-04-29
00757,04405,success,52150,2018-11-02
00758,02111,success,0,2020-08-08
00759,08090,success,28070,2022-03-05
00760,04278,success,116170,2020-04-04
00761,09786,success,145100,2020-03-11
00762,04608,success,34640,2019-06-20
00763,06706,failed,95780,2021-03-21
00764,05253,success,10880,2020-04-06
